Comment,Label,Comment_clean,Label_id
Bigil=like Kaithi= cmnt Idhu epdi irruku vj fns like here,HATE,bigil=like kaithi= cmnt idhu epdi irruku vj fns like here,1.0
Sema ..national star surya kaga waiting,NON_HATE,sema ..national star surya kaga waiting,0.0
dei thala naingala ssaavungada  seel vanthe saavungada ippo vanga daa therii is onthe wayy!!,HATE,dei thala naingala ssaavungada  seel vanthe saavungada ippo vanga daa therii is onthe wayy!!,1.0
செங்குந்த முதலியார் சார்பாக படம் வெற்றி அடைய வாழ்த்துக்கள்..,NON_HATE,செங்குந்த முதலியார் சார்பாக படம் வெற்றி அடைய வாழ்த்துக்கள்..,0.0
Vijay anna Fans &veriyans Hit Like,NON_HATE,vijay anna fans &veriyans hit like,0.0
Thalaa  u r  great,NON_HATE,thalaa  u r  great,0.0
Tara mass namma suriya anna,NON_HATE,tara mass namma suriya anna,0.0
Oruthar mela vishwasatha katrakkaga mathavangala  en asinga paduthuringa? think about all fans,HATE,oruthar mela vishwasatha katrakkaga mathavangala  en asinga paduthuringa? think about all fans,1.0
Trending like ah boss asuran  .  kappan,NON_HATE,trending like ah boss asuran  .  kappan,0.0
இது மாதிரி ஒரு படத்தை தான் இத்தனை வருஷமா எதிர்பார்த்துகொண்டிருந்தேன டிரெய்லர்  பார்க்கும்போதே மனசுக்கு அவ்வளவு சந்தோசமா இருக்கு,NON_HATE,இது மாதிரி ஒரு படத்தை தான் இத்தனை வருஷமா எதிர்பார்த்துகொண்டிருந்தேன டிரெய்லர்  பார்க்கும்போதே மனசுக்கு அவ்வளவு சந்தோசமா இருக்கு,0.0
4M viewers gu  I'm waiting,NON_HATE,4m viewers gu  i'm waiting,0.0
Antha 68 Peru Mattu en Kaila  kedacha,HATE,antha 68 peru mattu en kaila  kedacha,1.0
thala movie 100cr um varathu YouTube la like views um varathu..pavam aama kunjunga,HATE,thala movie 100cr um varathu youtube la like views um varathu..pavam aama kunjunga,1.0
வாணிய செட்டியார் சார்பாக திறை காவியம் வெற்றி அடைய வாழ்த்துகிறோம்,NON_HATE,வாணிய செட்டியார் சார்பாக திறை காவியம் வெற்றி அடைய வாழ்த்துகிறோம்,0.0
Santhosh Narayan music pottu iruntha innum nalla irunthu irukum .,NON_HATE,santhosh narayan music pottu iruntha innum nalla irunthu irukum .,0.0
HIT LIKE  IF U R WATCHING  #SURVIVA SONG,NON_HATE,hit like  if u r watching  #surviva song,0.0
Telugu trailer oda link yerundu irindha konjom kudunga ji.,NON_HATE,telugu trailer oda link yerundu irindha konjom kudunga ji.,0.0
super na i am waiting vijay anna.,NON_HATE,super na i am waiting vijay anna.,0.0
10.1M Views with 771k likes,NON_HATE,10.1m views with 771k likes,0.0
Enake paatu release agi 1 hr kalichu dhan theriyuthu video song release agirukunu aana intha haters ku eppadi than theriyutho engala vida verithanama updates ku wait panreenga,NON_HATE,enake paatu release agi 1 hr kalichu dhan theriyuthu video song release agirukunu aana intha haters ku eppadi than theriyutho engala vida verithanama updates ku wait panreenga,0.0
io super anna nenka eppavum kalakkurinka jeikirinka surya unka fri thane acting konsam solli kudunka,NON_HATE,io super anna nenka eppavum kalakkurinka jeikirinka surya unka fri thane acting konsam solli kudunka,0.0
Dei Enna da delete pannavae Illa,HATE,dei enna da delete pannavae illa,1.0
யாருலாம் பரதன் தான் தளபதி60 director னு சொன்ன உடனே அவர பத்தி அவரு எதுக்கும் லாய்க்கு இல்லன்னு பேசினீங்களோ அவங்க மட்டும் line ல வாங்க..  அடிக்க லாம் மாட்டேன் வாங்க..,HATE,யாருலாம் பரதன் தான் தளபதி60 director னு சொன்ன உடனே அவர பத்தி அவரு எதுக்கும் லாய்க்கு இல்லன்னு பேசினீங்களோ அவங்க மட்டும் line ல வாங்க..  அடிக்க லாம் மாட்டேன் வாங்க..,1.0
Mass fr all  Sedhu na n simbu na  waiting,NON_HATE,mass fr all  sedhu na n simbu na  waiting,0.0
Unna than solranga.  Athuikku yen rajini group kovam varuthu.  Makka appo muttala. .,HATE,unna than solranga.  athuikku yen rajini group kovam varuthu.  makka appo muttala. .,1.0
"Ammanam ponnungaluku mattu thana, correct super",NON_HATE,"ammanam ponnungaluku mattu thana, correct super",0.0
Ella celibrationum dheepavali varekkum mattum than,NON_HATE,ella celibrationum dheepavali varekkum mattum than,0.0
thala  na  mass  awsm  i am  your fan,NON_HATE,thala  na  mass  awsm  i am  your fan,0.0
Sillaraigalin  sound  athigama  dan  irukkum..,HATE,sillaraigalin  sound  athigama  dan  irukkum..,1.0
"Ena da mairu mari erukku ,",HATE,"ena da mairu mari erukku ,",1.0
Ennangada kgf bgm ha modify pannittingala,HATE,ennangada kgf bgm ha modify pannittingala,1.0
Ungala la amma aathma summa vidathu da..,HATE,ungala la amma aathma summa vidathu da..,1.0
ரஜினி வாராத போதுளாம் சும்மா இருந்துட்டு வர நேரத்தில இப்படி கிழிச்சு தொங்கவிடுறீங்க. பாவம் வரகூடாத நேரத்தில சரியா வர்றார்,HATE,ரஜினி வாராத போதுளாம் சும்மா இருந்துட்டு வர நேரத்தில இப்படி கிழிச்சு தொங்கவிடுறீங்க. பாவம் வரகூடாத நேரத்தில சரியா வர்றார்,1.0
BGM la பிண்ணு பிண்ணு பிண்றியேபா..! Harris jayaraj,NON_HATE,bgm la பிண்ணு பிண்ணு பிண்றியேபா..! harris jayaraj,0.0
"wow, waiting for FDFS , varalam vaa thalaiva vaa.. Bairavaa",NON_HATE,"wow, waiting for fdfs , varalam vaa thalaiva vaa.. bairavaa",0.0
sikiram yelarum paruga 100 ku mela nan 250 times pathuten,NON_HATE,sikiram yelarum paruga 100 ku mela nan 250 times pathuten,0.0
Thala ajith sir eppawum maass,NON_HATE,thala ajith sir eppawum maass,0.0
Katta Lalettan Suriya fans Hit,NON_HATE,katta lalettan suriya fans hit,0.0
Luv Uuu ThalaaSouth Indian Ruling lion AJITHKUMAR 🤙🤙🤘 Haters,NON_HATE,luv uuu thalaasouth indian ruling lion ajithkumar 🤙🤙🤘 haters,0.0
Yenda Thalapathy fans poole nereya peru umburinge,HATE,yenda thalapathy fans poole nereya peru umburinge,1.0
Enna da panni vachurukinka onnume puriya maataikuthu,NON_HATE,enna da panni vachurukinka onnume puriya maataikuthu,0.0
"Hip hop mass fans like here,",NON_HATE,"hip hop mass fans like here,",0.0
Bigil trailer pathutu vanthavanga like here,NON_HATE,bigil trailer pathutu vanthavanga like here,0.0
Padama ipdi irukanum No heroine No dance  No girl Verithanam,HATE,padama ipdi irukanum no heroine no dance  no girl verithanam,1.0
பொன் மாணிக்க வேல்  சிலை கடத்தல் தடுப்பு பிரிவு சொல்லும் போதே எவ்வளவு கம்பீரம் அவர் பெயரை வெச்ச இந்த படம் வெள்ளி விழா கான வேண்டும்,NON_HATE,பொன் மாணிக்க வேல்  சிலை கடத்தல் தடுப்பு பிரிவு சொல்லும் போதே எவ்வளவு கம்பீரம் அவர் பெயரை வெச்ச இந்த படம் வெள்ளி விழா கான வேண்டும்,0.0
11k retards  94k likes in 27 mins,NON_HATE,11k retards  94k likes in 27 mins,0.0
NGK NGK NGK NGK NGK NGK NGK NGK NGK NGK NGK NGK NGK NGK,NON_HATE,ngk ngk ngk ngk ngk ngk ngk ngk ngk ngk ngk ngk ngk ngk,0.0
Erinthu pona saambalil irunthu..! ezhunthu parakkum phoenix pola..! mindum mindum parappen unakkenna?,NON_HATE,erinthu pona saambalil irunthu..! ezhunthu parakkum phoenix pola..! mindum mindum parappen unakkenna?,0.0
Ennangada Vjs eh pathi onnumey kaamikala.. Movie la yavathu konjam getha kaaminga da..,HATE,ennangada vjs eh pathi onnumey kaamikala.. movie la yavathu konjam getha kaaminga da..,1.0
வள்ளுவர் குல சார்பாக இப்படம் வெற்றி பெற வாழ்த்துகள்,NON_HATE,வள்ளுவர் குல சார்பாக இப்படம் வெற்றி பெற வாழ்த்துகள்,0.0
I think it is same like pink movie.,NON_HATE,i think it is same like pink movie.,0.0
Dei enna da ithu koolaa maass,NON_HATE,dei enna da ithu koolaa maass,0.0
தென்றலில் வீசும் கழுநீா்பூவின் மணத்தமிழ் மன்றத்தில் பேசும் தேன்சுவை தமிழின் குணத்தமிழ் குன்றத்தில் இருக்கும் அழகனின் தமிழினத்தமிழ் அறிய மக்கள் தொலைக்காட்சி நிகழ்ச்சிகளை யூ டியூப் ல் காணுங்கள் நன்றி.,NON_HATE,தென்றலில் வீசும் கழுநீா்பூவின் மணத்தமிழ் மன்றத்தில் பேசும் தேன்சுவை தமிழின் குணத்தமிழ் குன்றத்தில் இருக்கும் அழகனின் தமிழினத்தமிழ் அறிய மக்கள் தொலைக்காட்சி நிகழ்ச்சிகளை யூ டியூப் ல் காணுங்கள் நன்றி.,0.0
Enaku mattum than lingaa maari ithu agidumo nu thonutha,HATE,enaku mattum than lingaa maari ithu agidumo nu thonutha,1.0
Suda suda 4 National award eduthu vainga pa.. Asuran varaann,NON_HATE,suda suda 4 national award eduthu vainga pa.. asuran varaann,0.0
Sudugatu kulla ponavan ponama than thirumbi varuvana..  Mundha nethu thatha ku sami kumbida ponen. Apa na zombie ah,NON_HATE,sudugatu kulla ponavan ponama than thirumbi varuvana..  mundha nethu thatha ku sami kumbida ponen. apa na zombie ah,0.0
Annan Thiruvalavan VCK Avadi thoguthi saarbaga vaazhthukal,NON_HATE,annan thiruvalavan vck avadi thoguthi saarbaga vaazhthukal,0.0
semma mass pokka super  super star vijay anna da,NON_HATE,semma mass pokka super  super star vijay anna da,0.0
Views and likes ha increase pannunga yenna soldrenu ungaluku purium,NON_HATE,views and likes ha increase pannunga yenna soldrenu ungaluku purium,0.0
திருச்சி முத்தரையர் சமுதாயம்  சார்பாக திரைப்படம் வெற்றி பெற வாழ்த்துக்கள்,NON_HATE,திருச்சி முத்தரையர் சமுதாயம்  சார்பாக திரைப்படம் வெற்றி பெற வாழ்த்துக்கள்,0.0
Veraa level mersal panta thalaivaa,NON_HATE,veraa level mersal panta thalaivaa,0.0
"Deii saathi veri pidicha mohan director devidiya paiyaa ,kommala oaakaa,naarakoothy,pool suppy ,un vaayila en sunnya vaikka,naarakoothy,vaanniyar kandara oaazhi paiyyaa",HATE,"deii saathi veri pidicha mohan director devidiya paiyaa ,kommala oaakaa,naarakoothy,pool suppy ,un vaayila en sunnya vaikka,naarakoothy,vaanniyar kandara oaazhi paiyyaa",1.0
92k views 132k likes  Fraud,HATE,92k views 132k likes  fraud,1.0
Hello Pepsi uma.. neengalaa idhu,NON_HATE,hello pepsi uma.. neengalaa idhu,0.0
TSK 630+k likes NGK 550k likes Kaappaan 456k likes  NGK 37k cmts Kaappaan 23k cmts Yyy..poga poga kudama  koranjikitte poguthu,HATE,tsk 630+k likes ngk 550k likes kaappaan 456k likes  ngk 37k cmts kaappaan 23k cmts yyy..poga poga kudama  koranjikitte poguthu,1.0
1/2 day. 289 likes yarale mudiyum. only thala,NON_HATE,1/2 day. 289 likes yarale mudiyum. only thala,0.0
"Kandipa movie length neelama irukanum, ellaroda combination scenesum pakkanum",NON_HATE,"kandipa movie length neelama irukanum, ellaroda combination scenesum pakkanum",0.0
Thirumavalavanin  katapanchayathai.nadaka kathalai.tholurikum padamaga irukum..powerful original dialogues..,NON_HATE,thirumavalavanin  katapanchayathai.nadaka kathalai.tholurikum padamaga irukum..powerful original dialogues..,0.0
"vada Chennai la irrunthu, etho oru village poi irrukku Kathai Kalam",NON_HATE,"vada chennai la irrunthu, etho oru village poi irrukku kathai kalam",0.0
Beethoven case pooda poraru ..avaroda music ah use panunathuku .haahaa,NON_HATE,beethoven case pooda poraru ..avaroda music ah use panunathuku .haahaa,0.0
Evan sonnadhunnu theriyala tamilanukku talant paththathunu..always Tamil people talented,NON_HATE,evan sonnadhunnu theriyala tamilanukku talant paththathunu..always tamil people talented,0.0
பெண்களின் பாதுகாவலன் எங்கள் அண்ணன் மாவீரன் காடுவெட்டியார் ஜெ குரு அவர்களின் நல்லாசியுடன் திரௌபதி திரைப்படம் வெற்றியடைய வன்னியர் சார்பாக மனமார்ந்த வாழ்த்துக்கள் மோகன் G அண்ணா,NON_HATE,பெண்களின் பாதுகாவலன் எங்கள் அண்ணன் மாவீரன் காடுவெட்டியார் ஜெ குரு அவர்களின் நல்லாசியுடன் திரௌபதி திரைப்படம் வெற்றியடைய வன்னியர் சார்பாக மனமார்ந்த வாழ்த்துக்கள் மோகன் g அண்ணா,0.0
Ajith punda mavan surya anna kitta nerunga mudiyath,HATE,ajith punda mavan surya anna kitta nerunga mudiyath,1.0
Kollywood megastar surya anna I am ap,NON_HATE,kollywood megastar surya anna i am ap,0.0
enga Alla Adichikka yaraalayaum Mudiyathura  Namma Nadipin nayakan Surya ki jei,NON_HATE,enga alla adichikka yaraalayaum mudiyathura  namma nadipin nayakan surya ki jei,0.0
படம் வெற்றி பெற தேவர் இனம் சார்பாக  வாழ்த்துக்கள்,NON_HATE,படம் வெற்றி பெற தேவர் இனம் சார்பாக  வாழ்த்துக்கள்,0.0
Chinna ponnunga matter sollurathu Ellam over ya 🤐,NON_HATE,chinna ponnunga matter sollurathu ellam over ya 🤐,0.0
Trisha look so beautiful 96 ku aparam ithum semmaya iruka pothu..,NON_HATE,trisha look so beautiful 96 ku aparam ithum semmaya iruka pothu..,0.0
Sk anna fans like podunga,NON_HATE,sk anna fans like podunga,0.0
"இதே படத்த ப. ரஞ்சித் பன்னா அது சமூக படம், நம்ம பன்னா சாதி வெறி படமா. Hat's off to the Director. Advance wishes to the film crew",NON_HATE,"இதே படத்த ப. ரஞ்சித் பன்னா அது சமூக படம், நம்ம பன்னா சாதி வெறி படமா. hat's off to the director. advance wishes to the film crew",0.0
thala yoda nalla manasuku ellaamay nallathavay nadakum 2019 mega blockbuster Movie nkp thaan ithula entha santhegamum kidaiyathu,NON_HATE,thala yoda nalla manasuku ellaamay nallathavay nadakum 2019 mega blockbuster movie nkp thaan ithula entha santhegamum kidaiyathu,0.0
பொதுவா எதிர்ப்ப தெரிவிக்க போஸ்டர்ல சாணி அடிப்பானுங்க .. அதான உலக வழக்கம்  இவனுங்க நேரா போயி முஞ்சிலேயே அடிச்சிருக்கானுங்க  திரௌபதி  திரௌபதி_ட்ரைலர்,NON_HATE,பொதுவா எதிர்ப்ப தெரிவிக்க போஸ்டர்ல சாணி அடிப்பானுங்க .. அதான உலக வழக்கம்  இவனுங்க நேரா போயி முஞ்சிலேயே அடிச்சிருக்கானுங்க  திரௌபதி  திரௌபதி_ட்ரைலர்,0.0
Thalaivaa  Alludhu style.u..Maass..  Vaera evanavadhu irundhaa Apadiyae vodi poiduu..  Rajinified,HATE,thalaivaa  alludhu style.u..maass..  vaera evanavadhu irundhaa apadiyae vodi poiduu..  rajinified,1.0
Best wishes sir Kerala jayam ravi fans,NON_HATE,best wishes sir kerala jayam ravi fans,0.0
1:56 thalaivar Oda dialogue Vera lvl,NON_HATE,1:56 thalaivar oda dialogue vera lvl,0.0
மரண மாஸ்  இது வேற மாதிரி,NON_HATE,மரண மாஸ்  இது வேற மாதிரி,0.0
10 times mela pathavnaga like panunga,NON_HATE,10 times mela pathavnaga like panunga,0.0
Last vara dialog thavaravera onnum edupadala. Movie ya paathutu comment pandren,HATE,last vara dialog thavaravera onnum edupadala. movie ya paathutu comment pandren,1.0
ஜாதிகள் இல்லையடி பாப்பா படம் வெற்றி பேற வாணியர்களின் வாழ்த்துக்கள்,NON_HATE,ஜாதிகள் இல்லையடி பாப்பா படம் வெற்றி பேற வாணியர்களின் வாழ்த்துக்கள்,0.0
Teaser super but storya konjam koda guess panna mudiyala,NON_HATE,teaser super but storya konjam koda guess panna mudiyala,0.0
Surya அண்ணாவ இதுக்குமுன்னால  இது போல Maass Triller ஆ பாத்ததே இல்ல படம் UNEXPECT  level ல இருக்கபோகுது  போடு தகிடதகிட,NON_HATE,surya அண்ணாவ இதுக்குமுன்னால  இது போல maass triller ஆ பாத்ததே இல்ல படம் unexpect  level ல இருக்கபோகுது  போடு தகிடதகிட,0.0
Let's make it 1 million likes..,NON_HATE,let's make it 1 million likes..,0.0
Tha padamna rajiniya vechii ipdi edugada..atha v2tu epa pathalu urrunu irukuramathiri edukathingada..,HATE,tha padamna rajiniya vechii ipdi edugada..atha v2tu epa pathalu urrunu irukuramathiri edukathingada..,1.0
Mokka ya erukku trailer feel happy,NON_HATE,mokka ya erukku trailer feel happy,0.0
Mass Trailer..  Surya sir  Pallavi,NON_HATE,mass trailer..  surya sir  pallavi,0.0
Kaali 10 thythi Gali 🤣🤣 visvasam always rocks 🤙,HATE,kaali 10 thythi gali 🤣🤣 visvasam always rocks 🤙,1.0
Harris jeyaraj devla potta misica idhula Lita apply pannirukkaro,NON_HATE,harris jeyaraj devla potta misica idhula lita apply pannirukkaro,0.0
Dei idhu amma makkal kitta chinnatha kaatra maari illada evano machan ennaku dhumu kudraa nu saigai la soldra maari irrukku #ennadapannivechuirukinga,HATE,dei idhu amma makkal kitta chinnatha kaatra maari illada evano machan ennaku dhumu kudraa nu saigai la soldra maari irrukku #ennadapannivechuirukinga,1.0
Evanuga entha kijathi ponutala love panna mattanga,NON_HATE,evanuga entha kijathi ponutala love panna mattanga,0.0
Thalaa love you thalaa Dharisanam kedachachii,NON_HATE,thalaa love you thalaa dharisanam kedachachii,0.0
"Trailer nalla iruku, padam nalla irukanum.. ambutu than solliputten",NON_HATE,"trailer nalla iruku, padam nalla irukanum.. ambutu than solliputten",0.0
Yen da na comment pana mattum evanum reply panamatringa?,HATE,yen da na comment pana mattum evanum reply panamatringa?,1.0
உண்மையை காட்டிய அனைத்து பட குழுவினர்களுக்கும் பாராட்டுக்கள்.,NON_HATE,உண்மையை காட்டிய அனைத்து பட குழுவினர்களுக்கும் பாராட்டுக்கள்.,0.0
Arisayal polupukaga youngsters kita jathi veriya thoondi viduranga intha politician .  Arasiyal irukum varai caste irukum.  Nama thooki pota matum tha marum.  Religion : Human Caste : Male / Female,NON_HATE,arisayal polupukaga youngsters kita jathi veriya thoondi viduranga intha politician .  arasiyal irukum varai caste irukum.  nama thooki pota matum tha marum.  religion : human caste : male / female,0.0
Deii siriche stomach ah valikkuthu da mudila  athulaiyum 2:01 chance ah illa,NON_HATE,deii siriche stomach ah valikkuthu da mudila  athulaiyum 2:01 chance ah illa,0.0
Yuvan Shankar Raja - Selvaragavan. Now with Surya,NON_HATE,yuvan shankar raja - selvaragavan. now with surya,0.0
ஒரே ஒரு டிரைலர் மொத்த கும்பலும் கதறுறானுக,NON_HATE,ஒரே ஒரு டிரைலர் மொத்த கும்பலும் கதறுறானுக,0.0
Yow thala thalapathy fans  1:20 And 2:21 paarungaya🤣🤣,NON_HATE,yow thala thalapathy fans  1:20 and 2:21 paarungaya🤣🤣,0.0
Lalettan / Mohanlal Fans Like Here,NON_HATE,lalettan / mohanlal fans like here,0.0
Super  Thala  Vera level,NON_HATE,super  thala  vera level,0.0
Enagada 4 maasathula adathu padam release panringa,NON_HATE,enagada 4 maasathula adathu padam release panringa,0.0
pls don't come to politics  petta- best entertainer,NON_HATE,pls don't come to politics  petta- best entertainer,0.0
Innum Kaappaan Teaser Repeat Mode La Pakkuravanga Like,NON_HATE,innum kaappaan teaser repeat mode la pakkuravanga like,0.0
All thala fans vethalam teaser ku like podunga,NON_HATE,all thala fans vethalam teaser ku like podunga,0.0
"9,974825 laye 10 minutes apdiye views nikudhu",HATE,"9,974825 laye 10 minutes apdiye views nikudhu",1.0
Ethana per padam pathuttu trailer pakuringa??,NON_HATE,ethana per padam pathuttu trailer pakuringa??,0.0
Padam semaya irukum pola🤩 wow.. trailerae alludhae!! Comalii jollyy!!,NON_HATE,padam semaya irukum pola🤩 wow.. trailerae alludhae!! comalii jollyy!!,0.0
I think its chindamani kolakkes malayalam  remake,NON_HATE,i think its chindamani kolakkes malayalam  remake,0.0
trialer looks like old movies shit,HATE,trialer looks like old movies shit,1.0
SURYA Annan movie.. BLOCK BUSTER HIT Daa CONFIRMED,NON_HATE,surya annan movie.. block buster hit daa confirmed,0.0
ஒரு டிரெய்லர் ரிலீஸ் ..  அனைத்து சமுதாயத்தையும் ஒன்று சேர  வைத்ததில் பெருமகிழ்ச்சி..,NON_HATE,ஒரு டிரெய்லர் ரிலீஸ் ..  அனைத்து சமுதாயத்தையும் ஒன்று சேர  வைத்ததில் பெருமகிழ்ச்சி..,0.0
Thalthapattavana ennum ethana varusam da avamana paduthevanga,HATE,thalthapattavana ennum ethana varusam da avamana paduthevanga,1.0
நமது சமூகத்திற்காக குரல் கொடுக்கும் உங்கள் பின்னால் எப்போதும் நாங்கள் நிற்போம்..,NON_HATE,நமது சமூகத்திற்காக குரல் கொடுக்கும் உங்கள் பின்னால் எப்போதும் நாங்கள் நிற்போம்..,0.0
Dhanush-Vetrimaaran innum ethana padam sernthu pannaalum elaamae sorgam thaan cinema lovers ku,NON_HATE,dhanush-vetrimaaran innum ethana padam sernthu pannaalum elaamae sorgam thaan cinema lovers ku,0.0
Enda ranjith periya jaathi karangal villian a kamichi padam eduthum pothu gullu gullunu irunducho ippam oru trailer ke adipoitanga. Iam thevar i really liked the trailer,HATE,enda ranjith periya jaathi karangal villian a kamichi padam eduthum pothu gullu gullunu irunducho ippam oru trailer ke adipoitanga. iam thevar i really liked the trailer,1.0
Yuvan  Vera lvl bgm,NON_HATE,yuvan  vera lvl bgm,0.0
Mass marana MassTalivaa you are also king,NON_HATE,mass marana masstalivaa you are also king,0.0
Supr trailer machha semma mass eriku  I'm from Karnataka,NON_HATE,supr trailer machha semma mass eriku  i'm from karnataka,0.0
Ithuvum caste sammantha pattatha..yennaga neengaluma.. caste ah olikuren olikurenu sollitu ippdi valathutha viduringa deivame..,HATE,ithuvum caste sammantha pattatha..yennaga neengaluma.. caste ah olikuren olikurenu sollitu ippdi valathutha viduringa deivame..,1.0
cinematorgraphy semma. neriya shot romba alaga iruku,NON_HATE,cinematorgraphy semma. neriya shot romba alaga iruku,0.0
Vijay Sethupathi kaaga intha Padam paakanu,NON_HATE,vijay sethupathi kaaga intha padam paakanu,0.0
Mental Ravi Thalaivar scene delete pandra,HATE,mental ravi thalaivar scene delete pandra,1.0
"Naidu samugathin saarbaga, indha  thraipadam vetri adayavum, maaberum samuga puratchi yerpadavum vazhthugal.  New sense productions",NON_HATE,"naidu samugathin saarbaga, indha  thraipadam vetri adayavum, maaberum samuga puratchi yerpadavum vazhthugal.  new sense productions",0.0
Averu control pannuanga pa Neriya neriya neriya Vera level da,NON_HATE,averu control pannuanga pa neriya neriya neriya vera level da,0.0
Inimal Sun Networkla Petta promo poda start panniduvaanga,NON_HATE,inimal sun networkla petta promo poda start panniduvaanga,0.0
NEE NADANTHAL NADAI AZHAGU..NEE SIRITHAL SIRIPPA AZHAGU..NEE PESUM TAMIZH AZHAGU..THALA NEE THAN ENGU ANAZHAGU..,NON_HATE,nee nadanthal nadai azhagu..nee sirithal sirippa azhagu..nee pesum tamizh azhagu..thala nee than engu anazhagu..,0.0
Nerkonda paarvai vetri pera valthugindra thalapathy rasigan,NON_HATE,nerkonda paarvai vetri pera valthugindra thalapathy rasigan,0.0
Kv anand enga irundhu ya casting pandra,NON_HATE,kv anand enga irundhu ya casting pandra,0.0
வேலூர் அகமுடையார் (முதலியார்) சமுகம் சார்பாக இப் படம் வெற்றி பெற வாழ்த்துக்கள்,NON_HATE,வேலூர் அகமுடையார் (முதலியார்) சமுகம் சார்பாக இப் படம் வெற்றி பெற வாழ்த்துக்கள்,0.0
இந்த படம் வெற்றி பெற வாழ்த்துக்கள் பட குழுவினர்கள் நன்றி வாழ்த்துக்கள்,NON_HATE,இந்த படம் வெற்றி பெற வாழ்த்துக்கள் பட குழுவினர்கள் நன்றி வாழ்த்துக்கள்,0.0
Music director Sam CS Vera level,NON_HATE,music director sam cs vera level,0.0
Music is super harish jayaraj. ..,NON_HATE,music is super harish jayaraj. ..,0.0
Hero already looks like a Zero,HATE,hero already looks like a zero,1.0
thala na la mass than ippa illa eppothum,NON_HATE,thala na la mass than ippa illa eppothum,0.0
"Hit like vijay sethupathi ,simbu, Arun vijay ,aravind fans like here",NON_HATE,"hit like vijay sethupathi ,simbu, arun vijay ,aravind fans like here",0.0
இது போன்ற சமுக விழிப்புணர்வு உள்ள படங்கள்தான் வேண்டும் 100 நாள் நிச்சயம்,NON_HATE,இது போன்ற சமுக விழிப்புணர்வு உள்ள படங்கள்தான் வேண்டும் 100 நாள் நிச்சயம்,0.0
Vera level pa chance a illa,NON_HATE,vera level pa chance a illa,0.0
Kolla mass thalaa I love  thala,NON_HATE,kolla mass thalaa i love  thala,0.0
தேவர் இனத்தின் சார்பாக வெற்றி பெற வாழ்த்துக்கள்,NON_HATE,தேவர் இனத்தின் சார்பாக வெற்றி பெற வாழ்த்துக்கள்,0.0
singham 3 by suriya plz upload in Hindi..,NON_HATE,singham 3 by suriya plz upload in hindi..,0.0
"Correct sir,sirappana tharamana sambavum neangalum inimele tha pakka porenga.viswasam",NON_HATE,"correct sir,sirappana tharamana sambavum neangalum inimele tha pakka porenga.viswasam",0.0
Endha getup pottalum suit agura orey azhagana face surya ku and kamal mattum dha  iruku. Kamal sir madiri. Ulaga nayagan=nadippin nayagan. My surya. Junior  kamal,NON_HATE,endha getup pottalum suit agura orey azhagana face surya ku and kamal mattum dha  iruku. kamal sir madiri. ulaga nayagan=nadippin nayagan. my surya. junior  kamal,0.0
ஒரு முதலியாராக இந்த திரைக்காவியத்தை கண்டு வியக்கிறேன்!,NON_HATE,ஒரு முதலியாராக இந்த திரைக்காவியத்தை கண்டு வியக்கிறேன்!,0.0
Taliva rajani annan die hard fans like here,NON_HATE,taliva rajani annan die hard fans like here,0.0
Bigil+jada Sethu patha semmaiya irrukum pola 🤩,NON_HATE,bigil+jada sethu patha semmaiya irrukum pola 🤩,0.0
Surya annava big screen la pakka waiting,NON_HATE,surya annava big screen la pakka waiting,0.0
I am here for Nawazuddin Siddiqui,NON_HATE,i am here for nawazuddin siddiqui,0.0
Nenga yen blood ivlo uri poninga thala..,NON_HATE,nenga yen blood ivlo uri poninga thala..,0.0
iss piss..!! Ramaa..!!  -vandhuchu 1 1/2 ton asingam..!!,HATE,iss piss..!! ramaa..!!  -vandhuchu 1 1/2 ton asingam..!!,1.0
தேவேந்திர குல வேளாளர் சார்பாக வாழ்த்துக்கள்,NON_HATE,தேவேந்திர குல வேளாளர் சார்பாக வாழ்த்துக்கள்,0.0
Verithanama irukku  Suriya Anna,NON_HATE,verithanama irukku  suriya anna,0.0
Thala..oruthar mela Viswasam katrathathukagaa innoratharayum asingaa paduthathingaa,NON_HATE,thala..oruthar mela viswasam katrathathukagaa innoratharayum asingaa paduthathingaa,0.0
Adapavingala.. Super star nu oru mariyadhai illama ipdi panitengale.da,HATE,adapavingala.. super star nu oru mariyadhai illama ipdi panitengale.da,1.0
Ovorutharukum onathu mela bothai enaku en kudumbathu mela bothai  ithe mathi irunthuthu kadasi dialogue 🤔 but trailer,NON_HATE,ovorutharukum onathu mela bothai enaku en kudumbathu mela bothai  ithe mathi irunthuthu kadasi dialogue 🤔 but trailer,0.0
STR and makkal selvan mass entry,NON_HATE,str and makkal selvan mass entry,0.0
apadi yallam nadakathu nadakka kudathu  feel the BGM,NON_HATE,apadi yallam nadakathu nadakka kudathu  feel the bgm,0.0
Surya Anna mass by sfc big fan,NON_HATE,surya anna mass by sfc big fan,0.0
Wow Vani Bojan. ..  But Acting nu vandhuta Enga  Madhi  uh aduchuka aale ila,NON_HATE,wow vani bojan. ..  but acting nu vandhuta enga  madhi  uh aduchuka aale ila,0.0
Ada pavingala intha teaser aa Kabali teaser break panna poguthu ha ha..,HATE,ada pavingala intha teaser aa kabali teaser break panna poguthu ha ha..,1.0
